,name,scores_avg
2416,DreamWorks Voltron VR Chronicles,67.0
2417,Dreamcast Collection,53.0
2418,Dreamfall Chapters,69.0
2419,Dreamfall Chapters Book One: Reborn,72.0
2420,Dreamfall Chapters Book Two: Rebels,71.0
2421,Dreamfall: The Longest Journey,74.0
2422,Dreamkiller,47.0
2423,Dreams,89.0
2424,Dreamscaper,81.0
2425,Drifting Lands,71.0
2426,Driftmoon,73.0
2427,Drill Dozer,81.0
2428,Drive Girls,39.0
2429,Drive!Drive!Drive!,59.0
2430,Driveclub,71.0
2431,Driveclub Bikes,79.0
2432,Driveclub VR,66.0
2433,Driver '76,57.0
2434,Driver: Parallel Lines,65.66666666666667
2435,Driver: Renegade,48.0
2436,Driver: San Francisco,75.75
2437,Drone Tactics,74.0
2438,Droplitz,75.0
2439,Dropsy,80.0
2440,Drox Operative,74.0
2441,Drug Dealer Simulator,59.0
2442,Drug Wars (2009),35.0
2443,Druidstone: The Secret of the Menhir Forest,79.0
2444,Dry Drowning,68.0
2445,DualPenSports,58.0
2446,Duck Game,83.0
2447,Duelyst,82.0
2448,Duke Nukem 3D,80.0
2449,Duke Nukem 3D: 20th Anniversary World Tour,74.5
2450,Duke Nukem 3D: Megaton Edition,69.5
2451,Duke Nukem Forever,51.333333333333336
2452,Duke Nukem Forever: The Doctor Who Cloned Me,58.0
2453,Duke Nukem: Critical Mass,29.0
2454,Duke Nukem: Manhattan Project,41.0
2455,Dungelot: Shattered Lands,78.0
2456,Dungeon Defenders,79.33333333333333
2457,Dungeon Defenders: Awakened,74.0
2458,Dungeon Encounters,82.0
2459,Dungeon Explorer: Warriors of Ancient Arts,58.0
2460,Dungeon Fighter Live: Fall of Hendon Myre,53.0
2461,Dungeon Hearts,73.0
2462,Dungeon Hunter: Alliance,58.0
2463,Dungeon Lords,45.0
2464,Dungeon Maker: Hunting Ground,70.0
2465,Dungeon Runners,74.0
2466,Dungeon Siege II,80.0
2467,Dungeon Siege II: Broken World,62.0
2468,Dungeon Siege III,71.66666666666667
2469,Dungeon Siege: Throne of Agony,74.0
2470,Dungeon Souls,67.0
2471,Dungeon Travelers 2: The Royal Library & the Monster Seal,73.0
2472,Dungeon Twister,49.0
2473,Dungeon of the Endless,78.5
2474,Dungeonland,67.0
2475,Dungeons,65.0
2476,Dungeons & Dragons Online: Stormreach,74.0
2477,Dungeons & Dragons Tactics,58.0
2478,Dungeons & Dragons: Chronicles of Mystara,79.25
2479,Dungeons & Dragons: Daggerdale,47.5
2480,Dungeons & Dragons: Dark Alliance,56.0
2481,Dungeons 2,65.5
2482,Dungeons 3,75.0
2483,Dungeons of Dredmor,79.0
2484,Dusk Diver,64.0
2485,Duskers,83.0
2486,Dust 514,59.0
2487,Dust: An Elysian Tail,84.0
2488,Dustforce,74.0
2489,Dustoff Z,66.0
2490,Dusty Revenge,64.0
2491,Dyad,82.0
2492,Dying Light,74.33333333333333
2493,Dying Light: Platinum Edition,78.0
2494,Dying Light: The Following,81.0
2495,Dying: Reborn,38.0
2496,Dynasty Warriors,62.0
2497,Dynasty Warriors 5,67.5
2498,Dynasty Warriors 5 Empires,61.5
2499,Dynasty Warriors 5: Xtreme Legends,57.0
2500,Dynasty Warriors 6,54.0
2501,Dynasty Warriors 6 Empires,60.5
2502,Dynasty Warriors 7,57.5
2503,Dynasty Warriors 7 Empires,63.0
2504,Dynasty Warriors 7: Xtreme Legends,64.0
2505,Dynasty Warriors 8,66.5
2506,Dynasty Warriors 8 Empires,63.666666666666664
2507,Dynasty Warriors 8: Xtreme Legends - Definitive Edition,83.0
2508,Dynasty Warriors 8: Xtreme Legends Complete Edition,69.0
2509,Dynasty Warriors 9,59.333333333333336
2510,Dynasty Warriors 9 Empires,50.0
2511,Dynasty Warriors Advance,56.0
2512,Dynasty Warriors DS: Fighter's Battle,56.0
2513,Dynasty Warriors Next,67.0
2514,Dynasty Warriors Vol. 2,57.0
2515,Dynasty Warriors: Godseekers,70.0
2516,Dynasty Warriors: Gundam,57.5
2517,Dynasty Warriors: Gundam 2,51.666666666666664
2518,Dynasty Warriors: Gundam 3,61.5
2519,Dynasty Warriors: Gundam Reborn,64.0
2520,Dynasty Warriors: Strikeforce,62.666666666666664
2521,Dyscourse,71.0
2522,E.T. Armies,54.0
2523,E.Y.E: Divine Cybermancy,61.0
2524,EA Playground,63.0
2525,EA Replay,56.0
2526,EA SPORTS UFC 4,80.0
2527,EA Sports Active,81.0
2528,EA Sports Active 2,75.0
2529,EA Sports Active More Workouts,80.0
2530,EA Sports MMA,78.0
2531,EA Sports UFC,70.0
2532,EA Sports UFC 2,77.5
2533,EA Sports UFC 3,76.0
2534,ECHO,79.0
2535,ECHO (2017),72.0
2536,ENDER LILIES: Quietus of the Knights,85.0
2537,EQQO,66.0
2538,ER (2005),60.0
2539,ESPN Sports Connection,31.0
2540,ETHER One,78.5
2541,EVE Online: Special Edition,88.0
2542,EVE: Gunjack,60.0
2543,EVE: Valkyrie,70.0
2544,EVERSPACE,78.5
2545,EVERSPACE: Stellar Edition,78.0
2546,EVERYTHING,80.0
2547,Eador: Masters of the Broken World,74.0
2548,Eagle Eye Golf,58.0
2549,Eagle Flight,73.5
2550,Earth 2160,73.0
2551,Earth Atlantis,70.0
2552,Earth Defense Force 2017,69.0
2553,Earth Defense Force 2017 Portable,68.0
2554,Earth Defense Force 2025,68.5
2555,Earth Defense Force 2: Invaders From Planet Space,72.0
2556,Earth Defense Force 4.1: The Shadow of New Despair,64.0
2557,Earth Defense Force 5,72.0
2558,Earth Defense Force: Insect Armageddon,66.66666666666667
2559,Earth Defense Force: Iron Rain,69.0
2560,Earth Defense Force: World Brothers,72.0
2561,Earth's Dawn,68.0
2562,EarthNight,74.5
2563,Earthfall,57.0
2564,Earthlock,73.0
2565,Earthlock: Festival of Magic,61.0
2566,Earthworm Jim,69.0
2567,Earthworm Jim HD,73.0
2568,East India Company,67.0
2569,Eastshade,78.0
2570,Eastward,80.0
2571,Easy Golf: Course Architect,71.0
2572,Eat Lead: The Return of Matt Hazard,52.0
2573,Eat Them!,65.0
2574,Ecco the Dolphin,53.0
2575,Echo Generation,75.0
2576,Echo: Secrets of the Lost Cavern,71.0
2577,Echoes Of Aetheria,77.0
2578,Eclipse: Edge of Light,57.0
2579,Eco Shooter: Plant 530,56.0
2580,Eco-Creatures: Save the Forest,55.0
2581,Eden-Tomorrow,52.0
2582,Edge,79.0
2583,Edge (2011),74.0
2584,Edge Of Eternity,67.0
2585,Edge of Nowhere,71.0
2586,Edna & Harvey: Harvey's New Eyes,75.0
2587,Edna & Harvey: The Breakout,56.0
2588,Edna & Harvey: The Breakout - 10th Anniversary Edition,68.5
2589,Eets,81.0
2590,Eets: Chowdown,77.0
2591,Effie,68.0
2592,Eiyuu Senki: The World Conquest,69.0
2593,El Hijo - A Wild West Tale,74.0
2594,El Hijo: A Wild West Tale,72.0
2595,El Matador,54.0
2596,El Shaddai ASCENSION OF THE METATRON,71.0
2597,El Shaddai: Ascension of the Metatron,76.5
2598,El Tigre: The Adventures of Manny Rivera,62.0
2599,Eldest Souls,77.5
2600,Eldritch,77.0
2601,Elebits,75.0
2602,Elebits: The Adventures of Kai and Zero,75.0
2603,Electronic Super Joy,78.0
2604,Electroplankton,71.0
2605,Elefunk,70.0
2606,Elegy for a Dead World,65.0
2607,Element Space,48.0
2608,Element4l,77.0
2609,Elemental: Fallen Enchantress,78.0
2610,Elemental: War of Magic,53.0
2611,Elements of Destruction,65.0
2612,Elements of War,49.0
2613,Elevator Action Deluxe,54.0
2614,Elex,62.333333333333336
2615,Elite Beat Agents,87.0
2616,Elite Forces: Unit 77,61.0
2617,Elite Warriors: Vietnam,46.0
2618,Elite: Dangerous,79.0
2619,Elite: Dangerous - Odyssey,55.0
2620,Eliza,84.0
2621,Elli,67.0
2622,Elliot Quest,76.0
2623,Else Heart.Break(),79.0
2624,Elven Legacy,71.0
2625,Embers of Mirrim,76.5
2626,Embracelet,81.0
2627,Emergency 2012,61.0
2628,Emergency 3,58.0
2629,Emergency Heroes,41.0
2630,Emergency Mayhem,40.0
2631,Empathy: Path of Whispers,59.0
2632,Empire Earth II,79.0
2633,Empire Earth II: The Art of Supremacy,57.0
2634,Empire Earth III,50.0
2635,Empire of Sin,56.0
2636,Empire: Total War,90.0
2637,Empires Apart,68.0
2638,Empyre: Lords of the Sea Gates,56.0
2639,Encased: a sci-fi post-apocalyptic RPG,73.0
2640,Enchanted Arms,66.5
2641,Encleverment Experiment,60.0
2642,Encodya,67.0
2643,Endless Legend,82.0
2644,Endless Ocean,72.0
2645,Endless Ocean: Blue World,76.0
2646,Endless Space,77.0
2647,Endless Space 2,80.0
2648,Endzone: A World Apart,72.0
2649,Enemy Engaged 2,58.0
2650,Enemy Front,43.333333333333336
2651,Enemy Territory: Quake Wars,71.0
2652,Enigmatis: The Ghosts of Maple Creek,66.0
2653,Enki,43.0
2654,Enslaved: Odyssey to the West,77.33333333333333
2655,Enslaved: Odyssey to the West - Pigsy's Perfect 10,73.5
2656,Enter The Gungeon,85.0
2657,Enter the Gungeon,84.33333333333333
2658,Enthusia Professional Racing,70.0
2659,Entwined,59.0
2660,Epistory - Typing Chronicles,74.0
2661,Eragon,55.857142857142854
2662,Erica,69.0
2663,Escape Dead Island,41.333333333333336
2664,Escape From Paradise City,62.0
2665,Escape Goat 2,76.0
2666,Escape Plan,72.0
2667,Escape from Bug Island,37.0
2668,Espgaluda II -Be Ascension. The Third Bright Stone of Birth-,82.0
2669,Espire 1: VR Operative,68.0
2670,Essays on Empathy,80.0
2671,Eternal Poison,65.0
2672,Eternal Sonata,79.5
2673,Eternity: The Last Unicorn,36.0
2674,Ethan: Meteor Hunter,59.0
2675,Etherborn,69.33333333333333
2676,Etherium,62.0
2677,Etrian Mystery Dungeon,77.0
2678,Etrian Odyssey,75.0
2679,Etrian Odyssey 2 Untold: The Fafnir Knight,82.0
2680,Etrian Odyssey II: Heroes of Lagaard,82.0
2681,Etrian Odyssey III: The Drowned City,77.0
2682,Etrian Odyssey IV: Legends of the Titan,84.0
2683,Etrian Odyssey Nexus,81.0
2684,Etrian Odyssey Untold: The Millennium Girl,80.0
2685,Etrian Odyssey V: Beyond the Myth,80.0
2686,Eufloria,68.0
2687,Eureka Seven Vol. 2: The New Vision,40.0
2688,Euro Truck Simulator 2,79.0
2689,Europa Universalis III,83.0
2690,Europa Universalis III: Divine Wind,71.0
2691,Europa Universalis IV,87.0
2692,Europa Universalis IV: Conquest of Paradise,81.0
2693,Europa Universalis IV: Wealth of Nations,84.0
2694,Europa Universalis: Rome,73.0
2695,Europa Universalis: Rome - Vae Victis,79.0
2696,Evan's Remains,72.0
2697,Evasive Space,59.0
2698,Event[0],75.0
2699,Ever Forward,65.0
2700,Ever Oasis,76.0
2701,EverQuest II: Desert of Flames,79.0
2702,EverQuest II: Echoes of Faydwer,83.0
2703,EverQuest II: Kingdom of Sky,76.0
2704,EverQuest II: Rise of Kunark,83.0
2705,Evergate,70.0
2706,Everhood,82.0
2707,Everlight of Magic & Power,63.0
2708,Everreach: Project Eden,43.0
2709,Every Extend Extra,74.0
2710,Every Extend Extra Extreme,78.0
2711,Everybody's Golf,78.0
2712,Everybody's Golf VR,74.0
2713,Everybody's Gone to the Rapture,77.0
2714,Everyday Shooter,76.0
2715,Everything,71.0
2716,Evidence: The Last Ritual,74.0
2717,Evil Dead: Regeneration,67.0
2718,Evil Genius 2: World Domination,77.33333333333333
2719,Evochron Mercenary,70.0
2720,Evoland,61.0
2721,Evoland 2: A Slight Case of Spacetime Continuum Disorder,74.0
2722,Evolve,75.66666666666667
2723,Exception,71.0
2724,Excite Truck,72.0
2725,Excitebike: World Rally,70.0
2726,Excitebots: Trick Racing,77.0
2727,Exerbeat,60.0
2728,Exile's End,63.0
2729,Exist Archive: The Other Side of the Sky,68.5
2730,Exit,76.0
2731,Exit 2,65.0
2732,Exit DS,64.0
2733,Exit the Gungeon,67.5
2734,Exo One,79.0
2735,Exorder,60.0
2736,Expeditions: Conquistador,77.0
2737,Expeditions: Viking,74.0
2738,Explodemon,65.0
2739,Extinction,50.0
2740,Extreme Exorcism,71.5
2741,EyePet,63.5
2742,EyePet & Friends,65.0
2743,EyePet: Move Edition,70.0
2744,EyeToy: Kinetic,78.0
2745,EyeToy: Operation Spy,53.0
2746,EyeToy: Play 2,78.0
2747,F.E.A.R.,81.66666666666667
2748,F.E.A.R. 2: Project Origin,78.33333333333333
2749,F.E.A.R. 3,74.33333333333333
2750,F.E.A.R. Extraction Point,75.0
2751,F.E.A.R. Files,66.0
2752,F.E.A.R. Perseus Mandate,61.0
2753,F.I.S.T.: Forged In Shadow Torch,80.0
2754,F1 2009,68.5
2755,F1 2010,84.0
2756,F1 2011,74.8
2757,F1 2012,81.66666666666667
2758,F1 2013,77.66666666666667
2759,F1 2014,62.333333333333336
2760,F1 2015,63.333333333333336
2761,F1 2016,84.33333333333333
2762,F1 2017,86.33333333333333
2763,F1 2018,83.66666666666667
2764,F1 2019,86.66666666666667
2765,F1 2020,88.33333333333333
2766,F1 2021,86.0
2767,F1 Race Stars,62.333333333333336
2768,F1 Race Stars: Powered Up Edition,61.0
2769,FAR: Lone Sails,81.5
2770,FAST - Racing League,73.0
2771,FAST Racing NEO,81.0
2772,FATE,80.0
2773,FATED: The Silent Oath,64.0
2774,FIFA 06: Road to FIFA World Cup,62.0
2775,FIFA 07 Soccer,78.57142857142857
2776,FIFA 14,86.25
2777,FIFA 15,82.0
2778,FIFA 16,82.33333333333333
2779,FIFA 17,84.33333333333333
2780,FIFA 18,79.0
2781,FIFA 19,79.0
2782,FIFA 20,79.0
2783,FIFA 20: Legacy Edition,43.0
2784,FIFA 21,74.33333333333333
2785,FIFA 21 NXT LVL EDITION,74.0
2786,FIFA 22,78.0
2787,FIFA Manager 09,69.0
2788,FIFA Manager 10,75.0
2789,FIFA Manager 11,75.0
2790,FIFA Manager 12,72.0
2791,FIFA Manager 13,69.0
2792,FIFA Soccer,76.0
2793,FIFA Soccer 06,79.0
2794,FIFA Soccer 08,77.83333333333333
2795,FIFA Soccer 09,83.4
2796,FIFA Soccer 09 All-Play,80.0
2797,FIFA Soccer 10,82.2
2798,FIFA Soccer 11,83.25
2799,FIFA Soccer 12,81.2
2800,FIFA Soccer 13,78.0
2801,FIFA Street,68.0
2802,FIFA Street 2,61.666666666666664
2803,FIFA Street 3,60.666666666666664
2804,FIFA World Cup: Germany 2006,74.57142857142857
2805,FIRE,64.0
2806,FLOCK!,68.0
2807,FLY'N,80.0
2808,FORCED,72.0
2809,FORCED SHOWDOWN,67.0
2810,FORM,79.0
2811,FOX n FORESTS,67.75
2812,FRACT OSC,75.0
2813,FRAMED Collection,79.0
2814,FRU,84.0
2815,FTL: Faster Than Light,84.0
2816,Fable Anniversary,68.0
2817,Fable Fortune,66.5
2818,Fable Heroes,55.0
2819,Fable II,89.0
2820,Fable II Pub Games,53.0
2821,Fable II: Knothole Island,66.0
2822,Fable II: See the Future,62.0
2823,Fable III,77.5
2824,Fable III: Traitor's Keep Quest Pack,77.0
2825,Fable III: Understone Quest Pack,50.0
2826,Fable: The Journey,61.0
2827,Fable: The Lost Chapters,83.0
2828,Face Noir,59.0
2829,FaceBreaker,53.5
2830,FaceBreaker K.O. Party,61.0
2831,Faces of War,67.0
2832,Factorio,90.0
2833,Factotum 90,71.0
2834,Fade to Silence,56.333333333333336
2835,Fading Shadows,62.0
2836,Fae Tactics,77.0
2837,Faeria,80.5
2838,Faery: Legends of Avalon,57.666666666666664
2839,Fahrenheit: Indigo Prophecy Remastered,61.0
2840,Fairy Fencer F,65.5
2841,Fairy Fencer F: Advent Dark Force,68.5
2842,Fairy Tail,68.66666666666667
2843,Fairytale Fights,52.0
2844,Falcon 4.0: Allied Force,90.0
2845,Falcon Age,70.0
2846,Fall Guys,80.5
2847,Fallen Earth: Welcome to the Apocalypse,71.0
2848,Fallen Enchantress: Legendary Heroes,80.0
2849,Fallen Legion+,66.0
2850,Fallen Legion: Revenants,54.0
2851,Fallen Legion: Rise to Glory,66.0
2852,Fallen Legion: Sins of an Empire,64.0
2853,Fallout 3,91.33333333333333
2854,Fallout 3 - Operation: Anchorage,66.0
2855,Fallout 3: Broken Steel,81.33333333333333
2856,Fallout 3: Mothership Zeta,66.5
2857,Fallout 3: Point Lookout,81.0
2858,Fallout 3: The Pitt,77.0
2859,Fallout 4,86.33333333333333
2860,Fallout 4 VR,78.0
2861,Fallout 4: Automatron,70.0
2862,Fallout 4: Far Harbor,77.33333333333333
2863,Fallout 4: Nuka-World,69.0
2864,Fallout 76,51.333333333333336
2865,Fallout 76: Wastelanders,66.0
2866,Fallout: New Vegas,83.33333333333333
2867,Fallout: New Vegas - Dead Money,69.33333333333333
2868,Fallout: New Vegas - Honest Hearts,65.0
2869,Fallout: New Vegas - Lonesome Road,62.5
2870,Fallout: New Vegas - Old World Blues,82.0
2871,Famicom Detective Club: The Girl Who Stands Behind,74.0
2872,Famicom Detective Club: The Missing Heir,74.0
2873,Family Guy,51.333333333333336
2874,Family Guy: Back to the Multiverse,39.5
2875,Family Party: 30 Great Games,42.0
2876,Family Party: 30 Great Games Obstacle Arcade,11.0
2877,Fantasia: Music Evolved,77.0
2878,Fantastic 4,61.4
2879,Fantastic Four: Rise of the Silver Surfer,40.4
2880,Fantastic Pets,66.0
2881,Fantasy General II: Invasion,80.0
2882,Fantasy Hero: Unsigned Legacy,46.5
2883,Fantasy Life,73.0
2884,Fantasy Strike,76.0
2885,Fantasy Wars,67.0
2886,Far Cry 2,85.0
2887,Far Cry 3,89.66666666666667
2888,Far Cry 3: Blood Dragon,81.0
2889,Far Cry 4,82.33333333333333
2890,Far Cry 4: Escape from Durgesh Prison,56.0
2891,Far Cry 4: Valley of the Yetis,75.0
2892,Far Cry 5,80.33333333333333
2893,Far Cry 5: Hours of Darkness,72.0
2894,Far Cry 5: Lost on Mars,59.0
2895,Far Cry 6,75.33333333333333
2896,Far Cry 6 - Vaas: Insanity,76.0
2897,Far Cry Instincts,85.0
2898,Far Cry Instincts Evolution,78.0
2899,Far Cry Instincts Predator,78.0
2900,Far Cry New Dawn,73.0
2901,Far Cry Primal,75.66666666666667
2902,Far Cry Vengeance,38.0
2903,Farming Simulator,36.5
2904,Farming Simulator 15,59.0
2905,Farming Simulator 17,67.66666666666667
2906,Farming Simulator 19,68.5
2907,Farming Simulator 20,59.0
2908,Farming Simulator 2013,65.0
2909,Farming Simulator 22,75.33333333333333
2910,Farming Simulator: Nintendo Switch Edition,73.0
2911,Farpoint,71.0
2912,Fast & Furious Crossroads,34.5
2913,Fast & Furious: Showdown,22.0
2914,Fast Draw Showdown,43.0
2915,Fast RMX,81.0
2916,Fast Striker,61.0
2917,Fat Princess,79.0
2918,Fat Princess Adventures,63.0
2919,Fat Princess: Fistful of Cake,74.0
2920,Fatal Frame III: The Tormented,78.0
2921,Fatal Frame: Maiden of Black Water,66.4
2922,Fatal Fury Special,63.0
2923,Fatal Fury: Battle Archives Volume 1,68.0
2924,Fatal Fury: Battle Archives Volume 2,70.0
2925,Fatal Fury: First Contact,62.0
2926,Fatal Inertia,61.0
2927,Fatal Inertia EX,63.0
2928,Fate of the World,70.0
2929,Fate/Extella Link,74.5
2930,Fate/Extella: The Umbral Star,68.0
2931,Fate/Extra,58.0
2932,Fate/Unlimited Codes,72.0
2933,Fe,71.25
2934,Fear Effect Sedna,46.0
2935,Fearful Symmetry & The Cursed Prince,71.0
2936,Feather,54.0
2937,Feeding Frenzy,65.0
2938,Feeding Frenzy 2: Shipwreck Showdown,65.0
2939,Feist,62.0
2940,Felix the Reaper,69.0
2941,Fell Seal: Arbiter's Mark,84.0
2942,Fenix Furia,71.0
2943,Fenix Rage,75.0
2944,Ferrari Challenge Trofeo Pirelli,67.0
2945,Feudal Alloy,76.0
2946,Fez,89.5
2947,Field Commander,77.0
2948,Field of Glory II: Medieval,75.0
2949,Field of Glory: Empires,76.0
2950,Fieldrunners,81.0
2951,Fight Crab,65.0
2952,Fight Night Champion,85.0
2953,Fight Night Round 2,87.66666666666667
2954,Fight Night Round 3,82.0
2955,Fight Night Round 4,87.5
2956,Fight'N Rage,79.0
2957,Fighter Within,23.0
2958,Fighters Uncaged,32.0
2959,Fighting Fantasy: The Warlock of Firetop Mountain,45.0
2960,Fights in Tight Spaces,78.0
2961,Figment,76.0
2962,Filament,82.0
2963,Filthy Lucre,61.0
2964,Fimbul,48.0
2965,Final Exam,58.5
2966,Final Fantasy,67.0
2967,Final Fantasy Crystal Chronicles: Echoes of Time,69.5
2968,Final Fantasy Crystal Chronicles: My Life as a Darklord,73.0
2969,Final Fantasy Crystal Chronicles: My Life as a King,80.0
2970,Final Fantasy Crystal Chronicles: Remastered Edition,59.5
2971,Final Fantasy Crystal Chronicles: Ring of Fates,77.0
2972,Final Fantasy Crystal Chronicles: The Crystal Bearers,66.0
2973,Final Fantasy Explorers,69.0
2974,Final Fantasy Fables: Chocobo Tales,75.0
2975,Final Fantasy Fables: Chocobo's Dungeon,76.0
2976,Final Fantasy II,63.0
2977,Final Fantasy II Pixel Remaster,77.0
2978,Final Fantasy III,77.0
2979,Final Fantasy III Pixel Remaster,79.0
2980,Final Fantasy IV,85.0
2981,Final Fantasy IV Advance,85.0
2982,Final Fantasy IV Pixel Remaster,83.0
2983,Final Fantasy IV: The After Years,69.0
2984,Final Fantasy IV: The Complete Collection,77.0
2985,Final Fantasy IX,81.66666666666667
2986,Final Fantasy Pixel Remaster,80.0
2987,Final Fantasy Tactics A2: Grimoire of the Rift,80.0
2988,Final Fantasy Tactics: The War of the Lions,88.0
2989,Final Fantasy Type-0 HD,71.0
2990,Final Fantasy V Advance,83.0
2991,Final Fantasy V Pixel Remaster,82.0
2992,Final Fantasy VI Advance,92.0
2993,Final Fantasy VII,81.0
2994,Final Fantasy VII Remake,87.0
2995,Final Fantasy VII Remake Intergrade,88.0
2996,Final Fantasy VII Remake Intergrade: Episode INTERmission,81.0
2997,Final Fantasy VIII Remastered,77.66666666666667
2998,Final Fantasy X / X-2 HD Remaster,84.66666666666667
2999,Final Fantasy XI,66.0
3000,Final Fantasy XI: Treasures of Aht Urhgan,83.0
3001,Final Fantasy XII,92.0
3002,Final Fantasy XII: Revenant Wings,81.0
3003,Final Fantasy XII: The Zodiac Age,84.66666666666667
3004,Final Fantasy XIII,82.5
3005,Final Fantasy XIII-2,79.0
3006,Final Fantasy XIV Online,49.0
3007,Final Fantasy XIV Online: A Realm Reborn,82.33333333333333
3008,Final Fantasy XIV: Endwalker,91.0
3009,Final Fantasy XIV: Heavensward,86.0
3010,Final Fantasy XIV: Shadowbringers,90.5
3011,Final Fantasy XIV: Stormblood,88.0
3012,Final Fantasy XV,82.0
3013,Final Fantasy XV Pocket Edition HD,69.0
3014,Final Fantasy XV: Episode Gladiolus,59.0
3015,Final Fantasy XV: Episode Prompto,65.0
3016,Final Fantasy XV: Royal Edition,77.0
3017,Final Fantasy XV: Windows Edition,85.0
